sku,product_name,product_url,price,oem_no,fitment_raw,description,uom,finish,manufacturer,origin,catalog_pages,replacement_items,tech_note,extra_attributes,source,error
16-1784,One Man Brake Bleeder,https://www2.vtwinmfg.com/one-man-brake-bleeder.html,$24.39,,All models,The one man brake bleeder includes tubing and canister plus complete instructions.,1 - EA,,Lisle Corp.,USA,1310,,,,product_page,
35-9170,Braided Fuel Line Kit Stainless Steel,https://www2.vtwinmfg.com/braided-fuel-line-kit-stainless-steel.html,$72.37,,All models,"Braided fuel line kit includes braided 24"" stainless steel line and 4 econo seal chrome end clamps.",1 - KIT,,V-Twin,Imported,1210,40-0245 - Braided Stainless Steel Hose 40-0249 - Smooth Chrome Econo Seal Hose End,,,product_page,
16-0959,Wire Terminal Tool,https://www2.vtwinmfg.com/wire-terminal-tool-1.html,$35.59,97362-71,All models,"This wire terminal tool, easily depresses terminal lock tabs in disassembly of factory wiring harness.",1 - EA,,Lisle Corp.,USA,1314,,,,product_page,
24-0856,39mm Lower Fork Triple Tree Aluminum,https://www2.vtwinmfg.com/lower-triple-tree-aluminum.html,$121.70,45563-87,FXR 1988-1994 | XL 1988-2003,"Aluminum lower triple tree accepts 39mm fork tubes. *NOTE: Fork stem is internally threaded to accept cap/stud nut. Requires two 3/8-16 x 1-3/4"" pinch bolts allen screws, not included.",1 - EA,,V-Twin,Imported,924,This Item is not available. Please use an Alternate Item 24-0857 - Lower Triple Tree Zinc,,"{""Measurements"": ""Center to Center: 7\"" Stem Threads: 5/18\"" x 1"", ""Center to Center: 7\"""": ""Stem Threads: 5/18\"" x 1"", ""Location"": ""Lower""}",product_page,
16-0836,"1"" Fork Stem Die Tool",https://www2.vtwinmfg.com/1-fork-stem-die-tool.html,$62.01,,FL 1941-1984 | FXST 1984-2017 | EL 1936-1940 | FLST 1986-2017,"Fork stem die tool is used for repairing or dressing 1""x 24 TPI on fork stems.",1 - EA,,Motorshop,Imported,622,,"Suggested to use with #16-0272 1"" Fork Stem Die Holder Tool.","{""Measurements"": ""Outer Diameter: 2-1/8\""""}",product_page,
16-0959,Wire Terminal Tool,https://www2.vtwinmfg.com/wire-terminal-tool-1.html,$35.59,97362-71,All models,"This wire terminal tool, easily depresses terminal lock tabs in disassembly of factory wiring harness.",1 - EA,,Lisle Corp.,USA,1314,,,,product_page,
48-2605,V-Twin Metal Box,https://www2.vtwinmfg.com/v-twin-metal-box.html,$21.99,,Custom application,"Top load metal box with V-Twin's logo. Measures 12"" x 6"" x 6"".",1 - EA,,V-Twin,Imported,,,,,product_page,
16-0529,Mini Motorcycle Lift Tool,https://www2.vtwinmfg.com/mini-motorcycle-lift-tool-16-0529.html,$212.32,,All models,"Use the lift on the table or floor to free wheels. 1000 lb capacity with rubber padded top. Mini bike life tool has a wide stance and fully rubberized top plate, features Road Warrior bright orange finish with a rubber padded top. V-Twin exclusive!",1 - EA,,Motorshop,Imported,1289,16-0530 - Replacement Threaded Lift Rod,,"{""Measurements"": ""Lowered Height: 3-1/2\"" Max Raised Height: 16\"" Length: 17-1/2\"""", ""Lowered Height: 3-1/2\"""": ""Max Raised Height: 16\"""", ""Other Notes"": ""Width: 5-9/10\""""}",product_page,
16-0529,Mini Motorcycle Lift Tool,https://www2.vtwinmfg.com/mini-motorcycle-lift-tool-16-0529.html,$212.32,,All models,"Use the lift on the table or floor to free wheels. 1000 lb capacity with rubber padded top. Mini bike life tool has a wide stance and fully rubberized top plate, features Road Warrior bright orange finish with a rubber padded top. V-Twin exclusive!",1 - EA,,Motorshop,Imported,1289,16-0530 - Replacement Threaded Lift Rod,,"{""Measurements"": ""Lowered Height: 3-1/2\"" Max Raised Height: 16\"" Length: 17-1/2\"""", ""Lowered Height: 3-1/2\"""": ""Max Raised Height: 16\"""", ""Other Notes"": ""Width: 5-9/10\""""}",product_page,
49-0633,Replica M51L Linkert Carburetor,https://www2.vtwinmfg.com/replica-m51l-linkert-carburetor-1.html,$647.60,,ULH 1936-1948 | VL 1930-1936 | UL 1930-1936,"Replica side valve M51L 1-1/4"" Linkert carburetor is 3-bolt type. Carburetor has 1-1/8"" venturi. Features a side vent hole drilled in the body. Includes the short type choke lever and correct throttle arm for 1937-1948 UL models. All Linkerts are supplied in natural brass finish. Bowl spigot has both jet openings capped off with solid plugs.                                                                                                                                                                                                                                                              *NOTE: Sold outright. No exchange necessary. All parts are brand new by V-Twin, assembled by V-Twin Motor Shop in New York!",1 - EA,,Motorshop,Imported,723,35-0045 - Linkert M51 Carburetor Hardware Kit 35-9081 - Linkert Carburetor Throttle Lever Zicad Plated,Model M-51-L,,product_page,
38-7011,Gas Tank Emblem Mount Set,https://www2.vtwinmfg.com/catalog/product/view/id/29303/s/gas-tank-emblem-mount-set/,$39.80,61785-92T,All models,Gas tank emblem mount set is self adhesive type and can be used with new OE replica emblems. Kit is for 1940-1946 models. Emblem mounts and emblems must be contoured to match tank curve before installation. Adhesive may be used to test placement of emblem mount. Later you may remove adhesive and weld on!,1 - SET,,Wyatt Gatling,Imported,1218,,Suggested to use #38-6696 emblems. Suggested to use #37-8829 screws.,,product_page,
41-0051,Oil Change Kit,https://www2.vtwinmfg.com/oil-change-kit-1.html,$91.75,,FXD 1991-1998,The oil change service kit includes a chrome Motor Shop filter and 4 quarts of 20W-50 full synthetic Spectro motor oil.,1 - KIT,,V-Twin,USA,441,40-9957 - Stock Spin On Oil Filter,,,product_page,
38-7011,Gas Tank Emblem Mount Set,https://www2.vtwinmfg.com/catalog/product/view/id/29303/s/gas-tank-emblem-mount-set/,$39.80,61785-92T,All models,Gas tank emblem mount set is self adhesive type and can be used with new OE replica emblems. Kit is for 1940-1946 models. Emblem mounts and emblems must be contoured to match tank curve before installation. Adhesive may be used to test placement of emblem mount. Later you may remove adhesive and weld on!,1 - SET,,Wyatt Gatling,Imported,1218,,Suggested to use #38-6696 emblems. Suggested to use #37-8829 screws.,,product_page,
41-0151,Gasoila Red Varnish Sealant,https://www2.vtwinmfg.com/gasoila-red-varnish-sealant.html,$69.22,,All models,"Gasoila sealant, hard setting red varnish comes in a 4 ounce jar and includes brush. This is the original sealer for inside crank cases or cam covers. Seals pin holes on porous surfaces. Sealer is insoluble in oil, gas and solvents.",1 - EA,,Federal Process,USA,494,,,,product_page,
38-0317,Chrome Ratcheting Style Vented Gas Cap,https://www2.vtwinmfg.com/chrome-ratcheting-style-vented-gas-cap.html,$32.55,61102-83A,FX 1983-1984 | XL 1983-1995 | FLST 1986-1995 | FLT 1983-1995 | FL 1983-1984 | FXR 1983-1994 | FXST 1984-1995,"Steel cap features a low pressure relief vent recessed in the cap to clear the filler neck vent tube on 1985 and later tanks for right side. It is advisable to order caps in sets, as they may not match the existing cap brand or style. All tanks or tank sets will require hand fitting to give correct alignment for dash and fuel line fitment. Dash will also have to be shimmed when installed, to achieve correct height.",1 - EA,,Wyatt Gatling,Imported,1010,,Suggested to use with #38-0172 gas tank,"{""Style"": ""Ratcheting"", ""Type"": ""Screw-in""}",product_page,
32-3000,Volt Tech Start Boost Relay,https://www2.vtwinmfg.com/volt-tech-start-boost-relay.html,$20.28,,FXST 1984-1990 | FL 1979-1984 | FLT 1979-1990 | FX 1979-1984 | FXR 1982-1990 | XL 1979-1999 | FLST 1986-1990,Start boost relay will boost voltage to allow full battery voltage to the module and coil during cranking for single fire ignition applications.,1 - EA,,Volt Tech,Imported,366,This Item is not available. Please use an Alternate Item 32-1742 - Starter Relay,,"{""Type"": ""Starter""}",product_page,
35-0635,Chrome Billet Fuel Filter,https://www2.vtwinmfg.com/chrome-billet-fuel-filter.html,$41.42,,Custom application,"Chrome billet fuel filter features a high flow design for 5/16"" fuel line.",1 - EA,,V-Twin,Imported,1210,,,,product_page,
41-0168,Gasgacinch Gasket Sealer,https://www2.vtwinmfg.com/gasgacinch-gasket-sealer.html,$18.78,,All models,"Gasgacinch gasket sealer is manufactured from premium grade materials and offers the best performance, durability, and quality. Sealer has a unique formula that is designed to hold the gaskets in place during assembly. Because Gasgacinch is not a pasty sealant, it is able to flow in tiny fissures and cracks sealing air pockets where other sealants may fail to do. When cured, it is very flexible, had high peel strength, high shear strength, fatigue resistant, vibration dampening, high heat resistant, gas and oil resistant. Adheres to carbon steel, alloy steel, aluminum, titanium, lead, magnesium,. synthetic and natural   rubber, copper and cork.",1 - EA,,Porter Mfg,USA,1287,,,,product_page,
35-0645,"OKO Panhead Shorty 1-7/8"" Carburetor Kit Alloy",https://www2.vtwinmfg.com/oko-shorty-carburetor-kit-natural-1.html,$363.92,,FL 1941-1947 | FL 1955-1965,"Alloy OKO Panhead 1-7/8"" shorty carburetor kit is for models with o-ring type heads for intake manifold. It has a relocated accelerator pump nozzle for increased throttle response. 1-7/8"" intake manifold accepts o-rings and clamps. Will accept S&S bolt pattern air filter assemblies. This is the R-2 version of the OKO type replacement carburetor. OKO shorty carburetor accepts S&S air cleaners, Shorty E carburetor components and rebuild parts. All pieces interchangeable. Air cleaner mount bolt configuration is S&S ""E"" type. Fits o-ring style heads with conversion nipples. *NOTE: Requires carburetor support bracket to mount to the air cleaner and stud between cylinders. Additional holes in the air cleaner backing plate may be required for mounting. *NOTE: Will fit Panhead and Knucklehead engines, if converted to o-ring style manifold nipples. Kit will fit Panheads with o-ring manifold seals only. Weld-On Type. Use with dual cable throttle/assembly cable. *NOTE: The main jet installed is #190. *NOTE: OKO carburetor kit for linkert applications with o-ring type intake flanges. We suggest using Loctite for proper installation.",1 - KIT,,V-Twin,Imported,733,"35-0449 - Power Intake Manifold Clamp Kit with O-Rings 35-0941 - Intake Manifold for 1-7/8"" Type 35-0991 - OKO Performance 1-7/8"" Shorty Carburetor 34-0733 - Wyatt Gatling Round Mesh Air Cleaner Chrome","Suggested to use with VT #7627-4 Manifold Nipple Kit Weld-OnType, on Panhead and Knucklehead engines.",,product_page,
38-4045,Right and Left Gas Tank Emblem Set,https://www2.vtwinmfg.com/right-and-left-gas-tank-set.html,$67.23,,EL 1940-1946 | FL 1941-1946 | U 1941-1946 | W 1941-1946 | G 1941-1946,"Right and left gas tank emblem set is chrome with black and red paint. Set includes mount strips, 4/40 thread fillister mount screws and 1940-1946 emblem mount strips. Weld On",1 - SET,,V-Twin,Imported,744,,Suggested to use with #38-0526 1940-1946 Emblem Mount Strip Set. Suggested to use with #38-7011 Gas Tank Emblem Mount Set.,,product_page,
3362-1,Battery Upper Bolt Lock Plate Parkerized,https://www2.vtwinmfg.com/battery-upper-bolt-lock-plate-parkerized.html,$20.82,4417-30,VL 1930-1936,"Battery upper bolt lock plate features a parkerized finish and is for use on 74"" and 80"" Big Twins.",1 - EA,,Colony,USA,,,,,product_page,
35-2176,XL Keihin Carburetor Kit,https://www2.vtwinmfg.com/shovel-keithin-carburetor-kit.html,$424.92,,XL 1978-1985,"Flat seal XL Keihin carburetor kit includes intake mainfold, insulator spacer, clamp, mount stud and replica Keihin carburetor. *NOTE: Order single throttle cable and air cleaner and bracket separately. Order air cleaner mount bracket as required to mount the oval air cleaner assembly. Carburetor is secured to engine with supplied bracket. Air cleaner with back plate is required to secure bracket.                                                                                                                                                                                                                                    *NOTE: Carburetor is threaded for 5/16 x 18"" stud, use with nyloc nuts. Stud and nyloc nuts , not included.",1 - KIT,,V-Twin,Imported,,35-0084 - Replica Alloy Intake Manifold 35-0418 - Stainless Steel Intake Manifold Clamp Set 34-1451 - Bendix-Keihin Air Cleaner Mount Kit 12-2110 - Carburetor Mount Stud Set,,,product_page,
35-9190,Petcock Straight Outlet with Nut Alloy,https://www2.vtwinmfg.com/petcock-straight-outlet-with-nut-alloy.html,$34.94,,XL 1975-1995 | FL 1975-1984 | FLST 1986-1994 | FXD 1991-1994 | FXR 1982-1994 | FXST 1984-1994 | FX 1975-1984,"Natural alloy petcock has straight outlet with nut and includes nylon filter screen, washer and reserve position. For use with stock gas tanks or custom tanks with a 22mm outside thread. Designs are made for a seated position on the motorcycle with the hose outlet facing a direction to ease fuel line hookup.",1 - EA,,V-Twin,Imported,742,,,,product_page,
35-9190,Petcock Straight Outlet with Nut Alloy,https://www2.vtwinmfg.com/petcock-straight-outlet-with-nut-alloy.html,$34.94,,XL 1975-1995 | FL 1975-1984 | FLST 1986-1994 | FXD 1991-1994 | FXR 1982-1994 | FXST 1984-1994 | FX 1975-1984,"Natural alloy petcock has straight outlet with nut and includes nylon filter screen, washer and reserve position. For use with stock gas tanks or custom tanks with a 22mm outside thread. Designs are made for a seated position on the motorcycle with the hose outlet facing a direction to ease fuel line hookup.",1 - EA,,V-Twin,Imported,742,,,,product_page,
33-0193,Red LED Lollypop Style Bulb For Tail Lamp,https://www2.vtwinmfg.com/red-led-lollypop-style-bulb-for-tail-lamp.html,$32.18,,All turn signals,Red 12 volt lollypop style LED. 1157 type bulb,1 - EA,,Wyatt Gatling,Imported,1153,,,"{""Type"": ""LED Type""}",product_page,
38-6694,Emblem Set with Chrome Lettering,https://www2.vtwinmfg.com/oe-emblem-set-with-chrome-lettering.html,$115.89,61774-51T,All models,"New Old Stock emblems are chrome with chrome lettering. Set includes left and right side. For 1951-1954 gas tanks. Use weld on emblem mount strips and mount screws sold separately. Emblem mounts and emblems must be contoured to match tank curve before installation.                                                                                                                                                                                                                                                                                                                                                              Hole spacing measures 2-7/8"" center to center for the first and second holes, and then 7"" center to center for the first and last hole.",1 - SET,,V-Twin,Imported,744,,Suggested to use with #38-6703 weld-on emblem mount strip Suggested to use with #38-7012 adhesive mounts.,"{""Measurements"": ""Length: 8-1/2\"" Height: 1\"""", ""Length: 8-1/2\"""": ""Height: 1\""""}",product_page,
49-1304,Spring Fork Rocker Set Black,https://www2.vtwinmfg.com/classic_pre_1984/front_fork/forks_springer_style.html/spring-fork-rocker-set-black.html,$242.91,,Custom application,"Black Spring Fork rocker set with a 3/4"" axle hole. Rockers are the same shape for each side to mount on the outside of the fork. Set includes nuts and spacers. Mount studs are 1/2"". For Big Twin, 45"" or custom Spring Forks.",1 - SET,,V-Twin,Imported,796,,,"{""Measurements"": ""Mount Studs: 1/2\""""}",product_page,
35-0635,Chrome Billet Fuel Filter,https://www2.vtwinmfg.com/chrome-billet-fuel-filter.html,$41.42,,Custom application,"Chrome billet fuel filter features a high flow design for 5/16"" fuel line.",1 - EA,,V-Twin,Imported,1210,,,,product_page,
15-0515,"Side Valve 74""/80"" Engine Gasket Kit",https://www2.vtwinmfg.com/classic_pre_1984/side_valve/engine_bottom_end.html/74-80-sv-engine-gasket-kit-1.html,$64.45,17027-36,"UL 1936-1948 74"" and 80""","Side Valve 74""/80"" engine gasket kit. Includes blue teflon head gaskets, cylinder base gaskets, guide gaskets, upper pushrod gaskets, middle cork pushrod cover gaskets, lower pushrod cover gaskets, valve cover seals, tappet cover seals, crankcase relief gasket, gear cover gasket, oil feed pump gasket, pump base and cover gaskets, and distributor base gasket.                                                                                                                                                                                  *NOTE: Can order other copper head gaskets, if preferred.",1 - KIT,,Athena,Imported,811,15-0412 - Cylinder Base Gasket 15-0330 - Tappet Base Gasket 15-0649 - Pump Base and Cover Gasket,Suggested to use with #15-0228 Replica Head Gasket Copper,,product_page,
16-0529,Mini Motorcycle Lift Tool,https://www2.vtwinmfg.com/mini-motorcycle-lift-tool-16-0529.html,$212.32,,All models,"Use the lift on the table or floor to free wheels. 1000 lb capacity with rubber padded top. Mini bike life tool has a wide stance and fully rubberized top plate, features Road Warrior bright orange finish with a rubber padded top. V-Twin exclusive!",1 - EA,,Motorshop,Imported,1289,16-0530 - Replacement Threaded Lift Rod,,"{""Measurements"": ""Lowered Height: 3-1/2\"" Max Raised Height: 16\"" Length: 17-1/2\"""", ""Lowered Height: 3-1/2\"""": ""Max Raised Height: 16\"""", ""Other Notes"": ""Width: 5-9/10\""""}",product_page,
8006-2,Intake Manifold Seal Set,https://www2.vtwinmfg.com/intake-manifold-seal-set.html,$33.93,27057-30,EL 1936-1939 | VL 1930-1936 | WL 1932-1936 | WLD 1940-1946 | UL 1937-1948,"Brass intake manifold seals have a 1-9/16"" inside diameter. Set of two.",1 - SET,,Colony,USA,728,8006-2T - Intake Manifold Seal Set,,,product_page,
16-0529,Mini Motorcycle Lift Tool,https://www2.vtwinmfg.com/mini-motorcycle-lift-tool-16-0529.html,$212.32,,All models,"Use the lift on the table or floor to free wheels. 1000 lb capacity with rubber padded top. Mini bike life tool has a wide stance and fully rubberized top plate, features Road Warrior bright orange finish with a rubber padded top. V-Twin exclusive!",1 - EA,,Motorshop,Imported,1289,16-0530 - Replacement Threaded Lift Rod,,"{""Measurements"": ""Lowered Height: 3-1/2\"" Max Raised Height: 16\"" Length: 17-1/2\"""", ""Lowered Height: 3-1/2\"""": ""Max Raised Height: 16\"""", ""Other Notes"": ""Width: 5-9/10\""""}",product_page,
33-1908,LED Marker Lamp Pod Set with 4 Pods,https://www2.vtwinmfg.com/led-marker-lamp-pod-set-with-4-pods.html,$115.89,,Custom application,Four pod set features a seven color changeable array by push button switch.,1 - KIT,,Wyatt Gatling,Imported,1163,,Suggested to use with #33-1928 light pod control switch,"{""Color"": ""Assorted"", ""Style"": ""Pod""}",product_page,
16-0743,Oil Filter Wrench Tool,https://www2.vtwinmfg.com/oil-filter-wrench-tool-1.html,$17.67,94863-10,All models,"Black oxide oil filter wrench tool is used with 3/8"" drive. Tool is for easy removal and installation with spin on filters. The black oxide finish resists rust and corrosion.",1 - EA,,Motorshop,Imported,441,,,,product_page,
40-0735,Oil Temperature Dipstick,https://www2.vtwinmfg.com/oil-temperature-dipstick-13.html,$33.26,,FL 1965-1984 | FX 1971-1984 | XL 1970-1978,"Oil temperature dipstick is 5-3/16"" long. Gauges has a black bezel with black face and orange needle.",1 - EA,,V-Twin,Imported,758,,,,product_page,
33-0908,LED Marker Lamp Pod Set with 6 Pods,https://www2.vtwinmfg.com/led-marker-lamp-pod-set-with-6-pods.html,$139.90,,Custom application,Six pod set features a seven color changeable array by push button switch.,1 - KIT,,Wyatt Gatling,Imported,1163,,,"{""Color"": ""Assorted"", ""Style"": ""Pod""}",product_page,
32-0317,Heavy Duty Black Ground Battery Cable Assortment,https://www2.vtwinmfg.com/heavy-duty-black-ground-battery-cable-assortment.html,$67.23,,Custom application for original cable,Battery ground cable assortment is heavy duty replacement type and includes five pieces of our most popular battery cables. PVC plastic coated cable replaces original with heat shield terminal ends.,1 - KIT,,Volt Tech,USA,377,"32-0311 - Black Positive/Negative 10-3/4"" Battery Cable 32-0314 - Black Ground 8-1/2"" Battery Cable 32-0313 - Black Ground 10-1/4"" Battery Cable",,"{""Size"": ""All Other"", ""Type"": ""Cable""}",product_page,
40-0735,Oil Temperature Dipstick,https://www2.vtwinmfg.com/oil-temperature-dipstick-13.html,$33.26,,FL 1965-1984 | FX 1971-1984 | XL 1970-1978,"Oil temperature dipstick is 5-3/16"" long. Gauges has a black bezel with black face and orange needle.",1 - EA,,V-Twin,Imported,758,,,,product_page,
54-6100,,,,,,,,,,,,,,,not_found,
40-0667,Oil Temperature Gauge,https://www2.vtwinmfg.com/oil-temperature-gauge.html,$85.72,63023-05,XL 2004-UP,"Black face gauge to check oil temperature. The cap of the gauge sits flush on the tank, while the raised chrome domed top shape gauge with clear lens sits up higher. Pop up style cap for easy removal from oil tank.",1 - EA,,Wyatt Gatling,Imported,1015,,,,product_page,
40-0795,Chrome Oil Line Separator,https://www2.vtwinmfg.com/chrome-oil-line-separator.html,$16.07,91333-06,FXST 2000-2017,Chrome plated billet aluminum oil line separator is used to hold the oil lines in position providing a custom appearance . This kit includes a chrome plated allen screw.,1 - KIT,,Wyatt Gatling,Imported,447,,,,product_page,
48-2605,V-Twin Metal Box,https://www2.vtwinmfg.com/v-twin-metal-box.html,$21.99,,Custom application,"Top load metal box with V-Twin's logo. Measures 12"" x 6"" x 6"".",1 - EA,,V-Twin,Imported,,,,,product_page,
16-0529,Mini Motorcycle Lift Tool,https://www2.vtwinmfg.com/mini-motorcycle-lift-tool-16-0529.html,$212.32,,All models,"Use the lift on the table or floor to free wheels. 1000 lb capacity with rubber padded top. Mini bike life tool has a wide stance and fully rubberized top plate, features Road Warrior bright orange finish with a rubber padded top. V-Twin exclusive!",1 - EA,,Motorshop,Imported,1289,16-0530 - Replacement Threaded Lift Rod,,"{""Measurements"": ""Lowered Height: 3-1/2\"" Max Raised Height: 16\"" Length: 17-1/2\"""", ""Lowered Height: 3-1/2\"""": ""Max Raised Height: 16\"""", ""Other Notes"": ""Width: 5-9/10\""""}",product_page,
18-0367,XL Tamer Clutch Ramp Assembly 1986-1993,https://www2.vtwinmfg.com/catalog/product/view/id/44674/s/tamer-clutch-ramp-assembly/,$115.91,,XL 1986-1993,"Tamer clutch ramp assembly replaces OEM inner and outer ramp assemblies and related components. 40% easier clutch lever operation. Easy to install; no drilling or spacers needed. Includes ramp set, 3 ball bearings and snap ring.                                                                                                                                                                                                                                                                                                                                                                                *NOTE: Outer ramp accepts cable coupling.",1 - KIT,,V-Twin,Imported,894,"18-0460 - XL Tamer Clutch Outer Ramp 12-0158 - 3/8"" Ball Bearings 12-0961 - Clutch Adjuster Screw Snap Ring",,,product_page,
40-2016,,,,,,,,,,,,,,,not_found,
31-0945,Clutch Cable Mount Chrome,https://www2.vtwinmfg.com/clutch-cable-mount-chrome.html,$10.78,,All models,Chrome billet clutch cable mount.,1 - EA,,V-Twin,Imported,,,,,product_page,
31-0945,Clutch Cable Mount Chrome,https://www2.vtwinmfg.com/clutch-cable-mount-chrome.html,$10.78,,All models,Chrome billet clutch cable mount.,1 - EA,,V-Twin,Imported,,,,,product_page,
15-1568,V-Twin Air Filter Gasket,https://www2.vtwinmfg.com/v-twin-air-filter-gasket-1.html,$8.87,29645-08,FLT 2008-2016 | FXST 2008-2017 | FLST 2008-2017 | FXD 2008-2017,EFI air filter type gasket,5 - PK,,Gary Bang,Imported,109,,,,product_page,
16-0529,Mini Motorcycle Lift Tool,https://www2.vtwinmfg.com/mini-motorcycle-lift-tool-16-0529.html,$212.32,,All models,"Use the lift on the table or floor to free wheels. 1000 lb capacity with rubber padded top. Mini bike life tool has a wide stance and fully rubberized top plate, features Road Warrior bright orange finish with a rubber padded top. V-Twin exclusive!",1 - EA,,Motorshop,Imported,1289,16-0530 - Replacement Threaded Lift Rod,,"{""Measurements"": ""Lowered Height: 3-1/2\"" Max Raised Height: 16\"" Length: 17-1/2\"""", ""Lowered Height: 3-1/2\"""": ""Max Raised Height: 16\"""", ""Other Notes"": ""Width: 5-9/10\""""}",product_page,
35-9170,Braided Fuel Line Kit Stainless Steel,https://www2.vtwinmfg.com/braided-fuel-line-kit-stainless-steel.html,$72.37,,All models,"Braided fuel line kit includes braided 24"" stainless steel line and 4 econo seal chrome end clamps.",1 - KIT,,V-Twin,Imported,1210,40-0245 - Braided Stainless Steel Hose 40-0249 - Smooth Chrome Econo Seal Hose End,,,product_page,
38-1875,Pop Up Style Vented Gas Cap Black,https://www2.vtwinmfg.com/pop-up-style-vented-gas-cap-black.html,$75.37,61100210,FXBR 2023-2023 | FLSB 2022-UP | FXLRS 2022-UP | FLFBS 2022-UP | FLI 2024-UP | FLHCS 2022-UP | FXLRST 2022-UP,Vented pop up style gas cap features a black finish.,1 - EA,,V-Twin,Imported,,,,"{""Style"": ""Pop-Up""}",product_page,
16-0529,Mini Motorcycle Lift Tool,https://www2.vtwinmfg.com/mini-motorcycle-lift-tool-16-0529.html,$212.32,,All models,"Use the lift on the table or floor to free wheels. 1000 lb capacity with rubber padded top. Mini bike life tool has a wide stance and fully rubberized top plate, features Road Warrior bright orange finish with a rubber padded top. V-Twin exclusive!",1 - EA,,Motorshop,Imported,1289,16-0530 - Replacement Threaded Lift Rod,,"{""Measurements"": ""Lowered Height: 3-1/2\"" Max Raised Height: 16\"" Length: 17-1/2\"""", ""Lowered Height: 3-1/2\"""": ""Max Raised Height: 16\"""", ""Other Notes"": ""Width: 5-9/10\""""}",product_page,
31-9007,Oil Hose Separator Set,https://www2.vtwinmfg.com/oil-hose-separator-set-2.html,$32.55,,Custom application,"This oil line separator set is a great way to separate and route any 3/8"" or 5/16"" braided or rubber oil line and has a chrome finish with 3 holes",1 - EA,,V-Twin,Imported,447,,,,product_page,
16-0529,Mini Motorcycle Lift Tool,https://www2.vtwinmfg.com/mini-motorcycle-lift-tool-16-0529.html,$212.32,,All models,"Use the lift on the table or floor to free wheels. 1000 lb capacity with rubber padded top. Mini bike life tool has a wide stance and fully rubberized top plate, features Road Warrior bright orange finish with a rubber padded top. V-Twin exclusive!",1 - EA,,Motorshop,Imported,1289,16-0530 - Replacement Threaded Lift Rod,,"{""Measurements"": ""Lowered Height: 3-1/2\"" Max Raised Height: 16\"" Length: 17-1/2\"""", ""Lowered Height: 3-1/2\"""": ""Max Raised Height: 16\"""", ""Other Notes"": ""Width: 5-9/10\""""}",product_page,
28-0155,Speedometer Isolation Mount Kit,https://www2.vtwinmfg.com/speedometer-isolation-mount-kit.html,$22.57,,FXD 1991-2017 | FXST 1991-UP | FXDWG 1991-2017 | FLT 1991-UP | FLST 1991-UP,Speedometer isolation mount kit is a molded rubber support to increase speedometer rigidity and reduce vibration. Kit includes mount pin and rubber support.,1 - KIT,,V-Twin,Imported,754,,Suggested to use with #28-1952 Speedometer pin kit Suggested to use with #28-0419 Speedometer ISO Mount Rubber Support,,product_page,
35-9170,Braided Fuel Line Kit Stainless Steel,https://www2.vtwinmfg.com/braided-fuel-line-kit-stainless-steel.html,$72.37,,All models,"Braided fuel line kit includes braided 24"" stainless steel line and 4 econo seal chrome end clamps.",1 - KIT,,V-Twin,Imported,1210,40-0245 - Braided Stainless Steel Hose 40-0249 - Smooth Chrome Econo Seal Hose End,,,product_page,
49-2655,Spring Fork Brake Stay Tab,https://www2.vtwinmfg.com/spring-fork-brake-stay-tab.html,$39.80,,WL 1936-1952 | FL 1941-1948 | EL 1936-1940 | UL 1937-1948 | G 1936-1957,Raw Spring Fork brake stay tab must be welded on,1 - EA,,V-Twin,Imported,796,,,,product_page,
25-0800,Flanders Spring Fork Riser/Tree Kit,https://www2.vtwinmfg.com/replica-flanders-riser-conversion-kit.html,$269.84,,FL 1941-1945 | W 1936-1952 | EL 1936-1945,"Kit includes stainless inline triple tree cover, zinc triple tree, bolts, and chrome 5.5"" flander style risers.",1 - EA,,V-Twin,Imported,803,"49-0939 - Top Triple Tree Zinc 9218-4 - Handlebar Bolt Kit Cadmium 49-0941 - Replica Top Triple Tree Cover Stainless Steel 25-0785 - Chrome Replica 5-1/2"" Flander Riser Set",,"{""Size"": ""5-1/2 inch"", ""Style"": ""Flander""}",product_page,
41-0119,Nevr-Dull Wadding Polish,https://www2.vtwinmfg.com/nevr-dull-wadding-polish.html,$23.69,,All models,"Looking for a quality cleaner for all that chrome? Than you will want to try Nevr-Dull wadding polish. This is a cotton wadding to clean and polish chrome aluminum and brass. To use, you simply tear off a small wad and rub the surface to be cleaned. You then polish with a dry cloth. The polish leaves a beautiful showroom finish with a protective film. Polish comes in a 5 ounce jar.                                                                                                                                                                                                                                                                                                   *NOTE: Not for sale in California.",1 - EA,,George Basch,USA,1287,,,,product_page,
32-0587,Speedometer Connector Kit,https://www2.vtwinmfg.com/speedometer-connector-kit.html,$64.70,,FLST 1996-1998 | FXST 1996-1998,Speedometer connector kit is used to modify 1996-1999 OEM harness to the newer type Deutsch connectors. Wiring harness can be used with the newer 2000-2003 electronic speedometers.,1 - KIT,,Namz,USA,376,,Suggested to use with #39-0449 Replica Electric Speedometer. Suggested to use with #39-0651 Electronic Speedometer       Assembly.,,product_page,
20-0512,Front Drive Pulley 29 Tooth,https://www2.vtwinmfg.com/front-drive-pulley-29-tooth.html,$210.35,,XL 1991-UP,29 tooth front drive pulley features a .750 offset.,1 - EA,,York,Imported,902,,Suggested to use with #20-0308 lockplate and nut.,,product_page,
